CustomerKey,ProductKey,CurrencyKey,SalesOrderNumber,SalesTerritoryKey,TaxAmt,Freight,SalesAmount,Year,Month,Day
11006,485,6,TO58984,9,272,85,3399.99,2020,06,04
11006,485,6,TO58984,9,272,85,3399.99,2019,12,26
11006,553,6,TO82206,9,272,85,3399.99,2020,11,25
11006,553,6,TO82206,9,272,85,3399.99,2020,03,01
11006,553,6,TO82206,9,272,85,3399.99,2019,03,04
11006,553,6,TO82206,9,272,85,3399.99,2020,10,06
11006,792,6,TO87096,9,272,85,3399.99,2020,05,17
11006,792,6,TO87096,9,272,85,3399.99,2020,12,01
11006,792,6,TO87096,9,272,85,3399.99,2019,05,13
11006,792,6,TO87096,9,272,85,3399.99,2019,06,19
11006,929,6,TO53020,9,272,85,3399.99,2020,04,08
11006,929,6,TO53020,9,272,85,3399.99,2019,02,24
11006,929,6,TO53020,9,272,85,3399.99,2020,10,24
11006,929,6,TO53020,9,272,85,3399.99,2019,12,05
11007,145,6,TO83491,9,272,85,3399.99,2020,09,18
11007,145,6,TO83491,9,272,85,3399.99,2019,12,15
11007,145,6,TO83491,9,272,85,3399.99,2020,03,15
11007,145,6,TO83491,9,272,85,3399.99,2019,03,29
11007,269,6,TO74121,9,272,85,3399.99,2019,05,08
11007,269,6,TO74121,9,272,85,3399.99,2019,05,19
11007,269,6,TO74121,9,272,85,3399.99,2019,10,11
11007,269,6,TO74121,9,272,85,3399.99,2020,01,19
11007,497,6,TO28743,9,272,85,3399.99,2020,09,24
11007,497,6,TO28743,9,272,85,3399.99,2019,09,01
11007,497,6,TO28743,9,272,85,3399.99,2020,05,12
11007,497,6,TO28743,9,272,85,3399.99,2019,09,02
11007,764,6,TO83174,9,272,85,3399.99,2020,08,03
11007,764,6,TO83174,9,272,85,3399.99,2019,12,24
11007,764,6,TO83174,9,272,85,3399.99,2019,06,21
11007,764,6,TO83174,9,272,85,3399.99,2019,05,11
11007,928,6,TO87676,9,272,85,3399.99,2019,09,22
11007,928,6,TO87676,9,272,85,3399.99,2020,04,06
11007,928,6,TO87676,9,272,85,3399.99,2020,10,13
11007,928,6,TO87676,9,272,85,3399.99,2020,11,03
11008,177,6,TO77055,9,270,84.37,3374.99,2020,11,17
11008,177,6,TO77055,9,270,84.37,3374.99,2019,03,22
11008,177,6,TO77055,9,270,84.37,3374.99,2019,02,09
11008,177,6,TO77055,9,270,84.37,3374.99,2019,02,30
11008,491,6,TO88548,9,270,84.37,3374.99,2020,07,20
11008,491,6,TO88548,9,270,84.37,3374.99,2020,04,20
11008,491,6,TO88548,9,270,84.37,3374.99,2019,02,17
11008,491,6,TO88548,9,270,84.37,3374.99,2019,05,05
11008,550,6,TO52138,9,270,84.37,3374.99,2020,05,05
11008,550,6,TO52138,9,270,84.37,3374.99,2019,11,23
11008,550,6,TO52138,9,270,84.37,3374.99,2019,10,19
11008,550,6,TO52138,9,270,84.37,3374.99,2019,02,11
11008,811,6,TO45753,9,270,84.37,3374.99,2020,01,12
11008,811,6,TO45753,9,270,84.37,3374.99,2020,12,25
11008,811,6,TO45753,9,270,84.37,3374.99,2019,05,13
11008,811,6,TO45753,9,270,84.37,3374.99,2019,03,26
11008,995,6,TO16729,9,270,84.37,3374.99,2020,09,06
11008,995,6,TO16729,9,270,84.37,3374.99,2019,01,05
11008,995,6,TO16729,9,270,84.37,3374.99,2019,08,24
11008,995,6,TO16729,9,270,84.37,3374.99,2020,01,22
11009,135,6,TO67461,9,270,84.37,3374.99,2019,03,13
11009,135,6,TO67461,9,270,84.37,3374.99,2019,02,15
11009,135,6,TO67461,9,270,84.37,3374.99,2019,08,29
11009,135,6,TO67461,9,270,84.37,3374.99,2020,03,03
11009,239,6,TO26838,9,270,84.37,3374.99,2019,09,15
11009,239,6,TO26838,9,270,84.37,3374.99,2020,02,12
11009,239,6,TO26838,9,270,84.37,3374.99,2019,08,24
11009,239,6,TO26838,9,270,84.37,3374.99,2019,08,05
11009,271,6,TO40115,9,270,84.37,3374.99,2020,10,26
11009,271,6,TO40115,9,270,84.37,3374.99,2020,04,08
11009,271,6,TO40115,9,270,84.37,3374.99,2020,04,04
11009,271,6,TO40115,9,270,84.37,3374.99,2020,04,02
11009,964,6,TO96214,9,270,84.37,3374.99,2020,06,17
11009,964,6,TO96214,9,270,84.37,3374.99,2020,02,07
11009,964,6,TO96214,9,270,84.37,3374.99,2019,11,19
11009,964,6,TO96214,9,270,84.37,3374.99,2019,02,19
11009,982,6,TO78267,9,270,84.37,3374.99,2019,08,19
11009,982,6,TO78267,9,270,84.37,3374.99,2019,01,24
11009,982,6,TO78267,9,270,84.37,3374.99,2020,05,04
11009,982,6,TO78267,9,270,84.37,3374.99,2019,02,05
11010,86,6,TO97062,9,272,85,3399.99,2020,02,07
11010,86,6,TO97062,9,272,85,3399.99,2020,10,24
11010,86,6,TO97062,9,272,85,3399.99,2019,06,22
11010,86,6,TO97062,9,272,85,3399.99,2020,09,15
11010,478,6,TO18733,9,272,85,3399.99,2019,03,28
11010,478,6,TO18733,9,272,85,3399.99,2019,01,07
11010,478,6,TO18733,9,272,85,3399.99,2019,09,02
11010,478,6,TO18733,9,272,85,3399.99,2020,11,13
11010,580,6,TO69396,9,272,85,3399.99,2019,05,12
11010,580,6,TO69396,9,272,85,3399.99,2020,01,17
11010,580,6,TO69396,9,272,85,3399.99,2020,02,28
11010,580,6,TO69396,9,272,85,3399.99,2019,09,02
11010,711,6,TO39801,9,272,85,3399.99,2020,06,13
11010,711,6,TO39801,9,272,85,3399.99,2019,10,04
11010,711,6,TO39801,9,272,85,3399.99,2020,10,22
11010,711,6,TO39801,9,272,85,3399.99,2020,06,26
11010,950,6,TO15929,9,272,85,3399.99,2019,10,12
11010,950,6,TO15929,9,272,85,3399.99,2019,12,26
11010,950,6,TO15929,9,272,85,3399.99,2019,08,18
11010,950,6,TO15929,9,272,85,3399.99,2020,08,27
11011,62,6,TO70956,9,272,85,3399.99,2020,03,17
11011,62,6,TO70956,9,272,85,3399.99,2019,05,25
11011,62,6,TO70956,9,272,85,3399.99,2020,01,02
11011,62,6,TO70956,9,272,85,3399.99,2019,05,04
11011,92,6,TO78965,9,272,85,3399.99,2020,11,26
11011,92,6,TO78965,9,272,85,3399.99,2019,02,29
11011,92,6,TO78965,9,272,85,3399.99,2020,07,25
11011,92,6,TO78965,9,272,85,3399.99,2020,07,17
11011,114,6,TO22282,9,272,85,3399.99,2019,06,18
11011,114,6,TO22282,9,272,85,3399.99,2019,01,05
11011,114,6,TO22282,9,272,85,3399.99,2019,04,17
11011,114,6,TO22282,9,272,85,3399.99,2020,02,25
11011,383,6,TO64523,9,272,85,3399.99,2019,10,14
11011,383,6,TO64523,9,272,85,3399.99,2020,01,04
11011,383,6,TO64523,9,272,85,3399.99,2020,01,26
11011,383,6,TO64523,9,272,85,3399.99,2019,05,05
11011,653,6,TO83052,9,272,85,3399.99,2020,08,30
11011,653,6,TO83052,9,272,85,3399.99,2019,03,05
11011,653,6,TO83052,9,272,85,3399.99,2020,02,13
11011,653,6,TO83052,9,272,85,3399.99,2020,01,10
11017,364,6,TO54600,9,270,84.37,3374.99,2019,03,17
11017,364,6,TO54600,9,270,84.37,3374.99,2020,06,23
11017,364,6,TO54600,9,270,84.37,3374.99,2020,12,02
11017,364,6,TO54600,9,270,84.37,3374.99,2020,03,08
11017,442,6,TO51743,9,270,84.37,3374.99,2019,09,05
11017,442,6,TO51743,9,270,84.37,3374.99,2019,07,29
11017,442,6,TO51743,9,270,84.37,3374.99,2020,03,07
11017,442,6,TO51743,9,270,84.37,3374.99,2019,11,29
11017,728,6,TO88138,9,270,84.37,3374.99,2020,12,02
11017,728,6,TO88138,9,270,84.37,3374.99,2020,10,17
11017,728,6,TO88138,9,270,84.37,3374.99,2019,06,28
11017,728,6,TO88138,9,270,84.37,3374.99,2019,06,21
11017,872,6,TO89633,9,270,84.37,3374.99,2020,12,11
11017,872,6,TO89633,9,270,84.37,3374.99,2019,05,15
11017,872,6,TO89633,9,270,84.37,3374.99,2020,02,15
11017,978,6,TO77156,9,270,84.37,3374.99,2019,12,10
11017,978,6,TO77156,9,270,84.37,3374.99,2020,01,12
11017,978,6,TO77156,9,270,84.37,3374.99,2019,11,24
11017,978,6,TO77156,9,270,84.37,3374.99,2019,02,19
11018,14,6,TO64100,9,272,85,3399.99,2020,12,03
11018,14,6,TO64100,9,272,85,3399.99,2020,10,09
11018,14,6,TO64100,9,272,85,3399.99,2020,12,27
11018,14,6,TO64100,9,272,85,3399.99,2020,09,30
11018,198,6,TO30185,9,272,85,3399.99,2019,03,06
11018,198,6,TO30185,9,272,85,3399.99,2020,10,14
11018,198,6,TO30185,9,272,85,3399.99,2019,01,05
11018,198,6,TO30185,9,272,85,3399.99,2019,06,17
11018,266,6,TO21385,9,272,85,3399.99,2020,07,12
11018,266,6,TO21385,9,272,85,3399.99,2019,06,30
11018,266,6,TO21385,9,272,85,3399.99,2019,10,28
11018,266,6,TO21385,9,272,85,3399.99,2020,07,03
11018,383,6,TO67523,9,272,85,3399.99,2019,11,15
11018,383,6,TO67523,9,272,85,3399.99,2019,02,08
11018,383,6,TO67523,9,272,85,3399.99,2019,07,05
11018,383,6,TO67523,9,272,85,3399.99,2020,06,25
11018,932,6,TO93007,9,272,85,3399.99,2020,01,18
11018,932,6,TO93007,9,272,85,3399.99,2020,08,14
11018,932,6,TO93007,9,272,85,3399.99,2019,03,20
11018,932,6,TO93007,9,272,85,3399.99,2020,02,11
11025,31,6,TO46887,9,270,84.37,3374.99,2019,12,05
11025,31,6,TO46887,9,270,84.37,3374.99,2020,09,14
11025,31,6,TO46887,9,270,84.37,3374.99,2019,05,06
11025,31,6,TO46887,9,270,84.37,3374.99,2019,02,19
11025,118,6,TO69467,9,270,84.37,3374.99,2019,10,28
11025,118,6,TO69467,9,270,84.37,3374.99,2019,07,22
11025,118,6,TO69467,9,270,84.37,3374.99,2020,07,26
11025,118,6,TO69467,9,270,84.37,3374.99,2019,04,21
11025,168,6,TO93545,9,270,84.37,3374.99,2020,12,25
11025,168,6,TO93545,9,270,84.37,3374.99,2019,02,30
11025,168,6,TO93545,9,270,84.37,3374.99,2019,09,25
11025,168,6,TO93545,9,270,84.37,3374.99,2019,10,02
11025,578,6,TO93929,9,270,84.37,3374.99,2019,07,13
11025,578,6,TO93929,9,270,84.37,3374.99,2020,12,13
11025,578,6,TO93929,9,270,84.37,3374.99,2019,04,28
11025,578,6,TO93929,9,270,84.37,3374.99,2020,09,24
11025,652,6,TO56791,9,270,84.37,3374.99,2020,02,16
11025,652,6,TO56791,9,270,84.37,3374.99,2020,10,18
11025,652,6,TO56791,9,270,84.37,3374.99,2020,09,26
11025,652,6,TO56791,9,270,84.37,3374.99,2020,08,02
11026,375,6,TO82047,9,272,85,3399.99,2020,01,25
11026,375,6,TO82047,9,272,85,3399.99,2020,10,10
11026,375,6,TO82047,9,272,85,3399.99,2019,11,20
11026,375,6,TO82047,9,272,85,3399.99,2019,01,27
11026,441,6,TO55035,9,272,85,3399.99,2020,10,18
11026,441,6,TO55035,9,272,85,3399.99,2019,12,17
11026,441,6,TO55035,9,272,85,3399.99,2020,02,05
11026,441,6,TO55035,9,272,85,3399.99,2020,07,15
11026,534,6,TO70716,9,272,85,3399.99,2020,01,01
11026,534,6,TO70716,9,272,85,3399.99,2020,10,19
11026,534,6,TO70716,9,272,85,3399.99,2019,02,09
11026,534,6,TO70716,9,272,85,3399.99,2020,05,05
11026,827,6,TO66133,9,272,85,3399.99,2019,10,08
11026,827,6,TO66133,9,272,85,3399.99,2019,11,28
11026,827,6,TO66133,9,272,85,3399.99,2020,10,10
11026,827,6,TO66133,9,272,85,3399.99,2019,06,15
11026,833,6,TO18674,9,272,85,3399.99,2020,03,24
11026,833,6,TO18674,9,272,85,3399.99,2020,09,28
11026,833,6,TO18674,9,272,85,3399.99,2019,09,02
11026,833,6,TO18674,9,272,85,3399.99,2020,04,30
11027,180,6,TO43492,9,272,85,3399.99,2020,03,08
11027,180,6,TO43492,9,272,85,3399.99,2019,06,22
11027,180,6,TO43492,9,272,85,3399.99,2019,09,27
11027,180,6,TO43492,9,272,85,3399.99,2019,05,30
11027,508,6,TO66443,9,272,85,3399.99,2019,12,13
11027,508,6,TO66443,9,272,85,3399.99,2019,08,24
11027,508,6,TO66443,9,272,85,3399.99,2020,02,30
11027,508,6,TO66443,9,272,85,3399.99,2019,11,10
11027,537,6,TO34411,9,272,85,3399.99,2020,08,24
11027,537,6,TO34411,9,272,85,3399.99,2020,11,27
11027,537,6,TO34411,9,272,85,3399.99,2020,10,21
11027,537,6,TO34411,9,272,85,3399.99,2020,12,06
11027,610,6,TO97635,9,272,85,3399.99,2020,05,17
11027,610,6,TO97635,9,272,85,3399.99,2019,01,30
11027,610,6,TO97635,9,272,85,3399.99,2020,04,12
11027,610,6,TO97635,9,272,85,3399.99,2019,07,28
11027,875,6,TO63474,9,272,85,3399.99,2020,12,09
11027,875,6,TO63474,9,272,85,3399.99,2019,03,10
11027,875,6,TO63474,9,272,85,3399.99,2020,01,05
11027,875,6,TO63474,9,272,85,3399.99,2019,05,24
11028,288,6,TO14678,9,270,84.37,3374.99,2020,05,07
11028,288,6,TO14678,9,270,84.37,3374.99,2019,10,10
11028,288,6,TO14678,9,270,84.37,3374.99,2020,09,30
11028,288,6,TO14678,9,270,84.37,3374.99,2020,06,19
11028,397,6,TO76103,9,270,84.37,3374.99,2020,08,21
11028,397,6,TO76103,9,270,84.37,3374.99,2019,12,29
11028,397,6,TO76103,9,270,84.37,3374.99,2020,07,23
11028,397,6,TO76103,9,270,84.37,3374.99,2020,12,06
11028,550,6,TO64284,9,270,84.37,3374.99,2020,09,05
11028,550,6,TO64284,9,270,84.37,3374.99,2020,02,26
11028,550,6,TO64284,9,270,84.37,3374.99,2019,09,01
11028,550,6,TO64284,9,270,84.37,3374.99,2019,08,22
11028,792,6,TO30238,9,270,84.37,3374.99,2019,09,18
11028,792,6,TO30238,9,270,84.37,3374.99,2020,08,30
11028,792,6,TO30238,9,270,84.37,3374.99,2019,10,21
11028,792,6,TO30238,9,270,84.37,3374.99,2019,01,13
11028,994,6,TO77341,9,270,84.37,3374.99,2019,03,29
11028,994,6,TO77341,9,270,84.37,3374.99,2019,06,27
11028,994,6,TO77341,9,270,84.37,3374.99,2020,07,19
11028,994,6,TO77341,9,270,84.37,3374.99,2019,04,01
11029,411,6,TO53704,9,272,85,3399.99,2020,07,21
11029,411,6,TO53704,9,272,85,3399.99,2020,09,29
11029,411,6,TO53704,9,272,85,3399.99,2019,02,30
11029,411,6,TO53704,9,272,85,3399.99,2020,04,06
11029,506,6,TO56791,9,272,85,3399.99,2019,05,25
11029,506,6,TO56791,9,272,85,3399.99,2020,05,05
11029,506,6,TO56791,9,272,85,3399.99,2020,08,08
11029,506,6,TO56791,9,272,85,3399.99,2020,04,16
11029,550,6,TO19803,9,272,85,3399.99,2020,12,10
11029,550,6,TO19803,9,272,85,3399.99,2020,04,24
11029,550,6,TO19803,9,272,85,3399.99,2020,04,01
11029,550,6,TO19803,9,272,85,3399.99,2019,07,22
11029,575,6,TO53876,9,272,85,3399.99,2019,08,19
11029,575,6,TO53876,9,272,85,3399.99,2019,10,30
11029,575,6,TO53876,9,272,85,3399.99,2019,06,01
11029,575,6,TO53876,9,272,85,3399.99,2019,11,18
11029,957,6,TO85321,9,272,85,3399.99,2020,05,03
11029,957,6,TO85321,9,272,85,3399.99,2020,09,22
11029,957,6,TO85321,9,272,85,3399.99,2020,01,24
11029,957,6,TO85321,9,272,85,3399.99,2019,08,26
11030,488,6,TO91540,9,272,85,3399.99,2020,11,06
11030,488,6,TO91540,9,272,85,3399.99,2020,10,13
11030,488,6,TO91540,9,272,85,3399.99,2020,05,30
11030,488,6,TO91540,9,272,85,3399.99,2020,07,08
11030,851,6,TO80877,9,272,85,3399.99,2020,05,24
11030,851,6,TO80877,9,272,85,3399.99,2020,06,17
11030,851,6,TO80877,9,272,85,3399.99,2020,09,27
11030,851,6,TO80877,9,272,85,3399.99,2020,12,08
11030,902,6,TO65560,9,272,85,3399.99,2020,12,25
11030,902,6,TO65560,9,272,85,3399.99,2020,05,25
11030,902,6,TO65560,9,272,85,3399.99,2019,07,01
11030,902,6,TO65560,9,272,85,3399.99,2019,01,21
11030,922,6,TO63000,9,272,85,3399.99,2019,06,05
11030,922,6,TO63000,9,272,85,3399.99,2020,01,18
11030,922,6,TO63000,9,272,85,3399.99,2020,07,04
11030,922,6,TO63000,9,272,85,3399.99,2020,03,14
11030,981,6,TO27768,9,272,85,3399.99,2019,06,01
11030,981,6,TO27768,9,272,85,3399.99,2019,11,02
11030,981,6,TO27768,9,272,85,3399.99,2019,08,27
11030,981,6,TO27768,9,272,85,3399.99,2019,08,14
11031,146,6,TO56883,9,272,85,3399.99,2020,07,17
11031,146,6,TO56883,9,272,85,3399.99,2019,08,10
11031,146,6,TO56883,9,272,85,3399.99,2020,01,07
11031,146,6,TO56883,9,272,85,3399.99,2019,03,17
11031,333,6,TO91975,9,272,85,3399.99,2019,07,29
11031,333,6,TO91975,9,272,85,3399.99,2020,01,03
11031,333,6,TO91975,9,272,85,3399.99,2019,12,28
11031,333,6,TO91975,9,272,85,3399.99,2019,08,29
11031,381,6,TO40026,9,272,85,3399.99,2019,03,14
11031,381,6,TO40026,9,272,85,3399.99,2020,03,30
11031,381,6,TO40026,9,272,85,3399.99,2019,10,30
11031,381,6,TO40026,9,272,85,3399.99,2020,08,12
11031,617,6,TO21905,9,272,85,3399.99,2020,07,25
11031,617,6,TO21905,9,272,85,3399.99,2019,08,16
11031,617,6,TO21905,9,272,85,3399.99,2019,12,26
11031,617,6,TO21905,9,272,85,3399.99,2019,04,30
11031,848,6,TO57086,9,272,85,3399.99,2020,12,10
11031,848,6,TO57086,9,272,85,3399.99,2020,01,15
11031,848,6,TO57086,9,272,85,3399.99,2020,04,15
11031,848,6,TO57086,9,272,85,3399.99,2019,08,16
11032,182,6,TO95589,9,270,84.37,3374.99,2020,09,15
11032,182,6,TO95589,9,270,84.37,3374.99,2019,04,12
11032,182,6,TO95589,9,270,84.37,3374.99,2020,03,29
11032,182,6,TO95589,9,270,84.37,3374.99,2020,10,12
11032,314,6,TO85215,9,270,84.37,3374.99,2020,11,30
11032,314,6,TO85215,9,270,84.37,3374.99,2020,06,13
11032,314,6,TO85215,9,270,84.37,3374.99,2019,06,14
11032,314,6,TO85215,9,270,84.37,3374.99,2019,01,01
11032,773,6,TO21711,9,270,84.37,3374.99,2020,09,18
11032,773,6,TO21711,9,270,84.37,3374.99,2019,07,17
11032,773,6,TO21711,9,270,84.37,3374.99,2020,01,05
11032,773,6,TO21711,9,270,84.37,3374.99,2020,08,25
11032,960,6,TO77488,9,270,84.37,3374.99,2020,12,09
11032,960,6,TO77488,9,270,84.37,3374.99,2020,11,28
11032,960,6,TO77488,9,270,84.37,3374.99,2019,01,20
11032,960,6,TO77488,9,270,84.37,3374.99,2020,05,05
11032,990,6,TO22138,9,270,84.37,3374.99,2020,06,05
11032,990,6,TO22138,9,270,84.37,3374.99,2019,11,29
11032,990,6,TO22138,9,270,84.37,3374.99,2019,05,14
11032,990,6,TO22138,9,270,84.37,3374.99,2019,09,20
11033,213,6,TO75939,9,270,84.37,3374.99,2019,10,25
11033,213,6,TO75939,9,270,84.37,3374.99,2019,01,11
11033,213,6,TO75939,9,270,84.37,3374.99,2020,09,15
11033,213,6,TO75939,9,270,84.37,3374.99,2020,02,14
11033,306,6,TO76048,9,270,84.37,3374.99,2019,01,03
11033,306,6,TO76048,9,270,84.37,3374.99,2020,07,15
11033,306,6,TO76048,9,270,84.37,3374.99,2019,01,22
11033,306,6,TO76048,9,270,84.37,3374.99,2019,11,02
11033,312,6,TO27323,9,270,84.37,3374.99,2020,06,21
11033,312,6,TO27323,9,270,84.37,3374.99,2020,08,01
11033,312,6,TO27323,9,270,84.37,3374.99,2019,05,12
11033,312,6,TO27323,9,270,84.37,3374.99,2019,07,02
